Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Aves,Pelecaniformes,Pelecanidae,Pelecanus,crispus,Dalmation pelican,,,,,,,,,,9550,35.3,,,,0.339034416,0.42566626,0.235299324,,,,
Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,American white pelican,1095,1095,36,,2,1,,110,,6129,54,,,,0.314613025,0.547433511,0.137953464,,,,
Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,Brown pelican,365,730,29,,3,1,,63.5,,3115.8,43,,,,0.287795405,0.536403658,0.175800937,,,,
Aves,Pelecaniformes,Pelecanidae,Pelecanus,onocrotalus,White pelican,,,,,,,,,,9520,51,,,,0.334515079,0.508481281,0.15700364,,,,
Aves,Pelecaniformes,Threskiornithidae,Bostrychia,hagedash,Hadada ibis,,,,,,,,,,1238,16,,,,0.259281895,0.369131316,0.371586788,,,,
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,White ibis,730,730,22,,3,1,,36.3,,940,27.6,,,,0.240768844,0.507903554,0.251327602,,,,
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,ruber,Scarlet ibis,,,23,,2,,,,,615,33.2,,,,0.220050422,0.574550134,0.205399444,,,,
Aves,Pelecaniformes,Threskiornithidae,Geronticus,eremita,Northern bald ibis,,,,,,,,,,1202,32.9,,,,0.249408455,0.532769465,0.21782208,,,,
Aves,Pelecaniformes,Threskiornithidae,Nipponia,nippon,Japanese crested ibis,,,,,,,,,,1900,25.8,,,,0.272288974,0.451022894,0.276688131,,,,
Aves,Pelecaniformes,Threskiornithidae,Phimosus,infuscatus,Whispering ibis,,,,,,,,,,559,20,,,,0.221919081,0.466396859,0.31168406,,,,
Aves,Pelecaniformes,Threskiornithidae,Platalea,ajaja,Roseate spoonbill,1095,1095,23,,3,1,,50,,1036.97,28,,,,0.244882851,0.505312234,0.249804914,,,,
Aves,Pelecaniformes,Threskiornithidae,Platalea,alba,African spoonbill,,,,,,,,,,1521,17.9,,,,0.266931525,0.382121222,0.350947253,,,,
Aves,Pelecaniformes,Threskiornithidae,Platalea,flavipes,Yellow-billed spoonbill,,,,,,,,,,1747.5,28.6,,,,0.26740992,0.479122719,0.253467361,,,,
Aves,Pelecaniformes,Threskiornithidae,Platalea,leucorodia,Eurasian spoonbill,1095,1095,,,,,,,,1868,30.1,,,,0.269711722,0.486647667,0.243640611,,,,
Aves,Pelecaniformes,Threskiornithidae,Platalea,minor,Black-faced spoonbill,,,,,,,,,,1228,15,,,,0.259696508,0.355118974,0.385184517,,,,
Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,White-faced ibis,730,730,21,,3.5,1,,29.35,,487.5,20.4,,,,0.215709502,0.478960498,0.305329999,,,,
Aves,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus,Glossy ibis,1095,1095,21,,3,1,,166,,431.2,26.8,,,,0.207103294,0.547515841,0.245380864,,,,
Aves,Pelecaniformes,Threskiornithidae,Plegadis,ridgwayi,Puna ibis,,,,,,,,,,584,18,,,,0.22508357,0.440141448,0.334774982,,,,
Aves,Pelecaniformes,Threskiornithidae,Theristicus,caudatus,Buff-necked ibis,,,,,,,,,,1726,22,,,,0.269994186,0.42093809,0.309067724,,,,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,aethiopicus,Sacred ibis,,,,,,,,,,1530,37,,,,0.258541365,0.544834565,0.19662407,,,,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,molucca,Australian ibis,,,,,,,,,,1806,33.2,,,,0.267070982,0.510662764,0.222266253,,,,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,spinicollis,Straw-necked ibis,,,,,,,,,,1351.5,39.4,,,,0.25237813,0.566305322,0.181316548,,,,
Aves,Phaethontiformes,Phaethontidae,Phaethon,aethereus,Red-billed tropicbird,,,44,,1,,,,,750,17.6,,,,0.236270928,0.420258002,0.34347107,,,,
Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,Red-tailed tropicbird,274,274,45,,1,1,,54,,593.2,32.7,,,,0.218655832,0.573282746,0.208061423,,,,
Aves,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias,minor,Lesser flamingo,,,,,,,,,,1500,41,,,,0.256454447,0.569061897,0.174483656,,,,
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,chilensis,Chilean flamingo,,,,,,,,,,2277,36.7,,,,0.275992695,0.519426732,0.204580573,,,,
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,Greater flamingo,1825,1825,30,,1,,,,,2500,44,,,,0.277910355,0.554625309,0.167464336,,,,
Aves,Piciformes,Picidae,Colaptes,auratus,Northern flicker,365,365,11,,4,1,,5.48,,120,12.5,,,,0.160356012,0.452100555,0.387543433,,,,
Aves,Piciformes,Picidae,Dendrocopos,leucotos,White-backed woodpecker,,,,,,,,,,117,15.9,,,,0.156385614,0.507631156,0.33598323,,,,
Aves,Piciformes,Picidae,Dendrocopos,major,Great spotted woodpecker,365,365,,,,,,,,75.1,12.7,,,,0.139710033,0.483460284,0.376829683,,,,
Aves,Piciformes,Picidae,Dendrocopos,medius,Middle spotted woodpecker,365,365,,,,,,,,59,8,,,,0.134682403,0.393983054,0.471334543,,,,
Aves,Piciformes,Picidae,Dendrocopos,minor,Lesser spotted woodpecker,365,365,,,,,,,,19.8,9.8,,,,0.0846073,0.504310942,0.411081758,,,,
Aves,Piciformes,Picidae,Dendrocopos,syriacus,Syrian woodpecker,,,,,,,,,,76.8,10.9,,,,0.142507307,0.447809861,0.409682832,,,,
Aves,Piciformes,Picidae,Dryocopus,martius,Black woodpecker,365,365,,,,,,,,321,14,,,,0.201954538,0.419196414,0.378849048,,,,
Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated woodpecker,354,365,18,,4,1,,,,364,13,,,,0.208324335,0.395098544,0.396577121,,,,
Aves,Piciformes,Picidae,Jynx,torquilla,Eurasian wryneck,365,365,,,,,,,,35,10,,,,0.10923194,0.47506315,0.41570491,,,,
Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied woodpecker,365,365,12,,4,2,,8,,72.5,20.7,,,,0.132353955,0.59525883,0.272387214,,,,
Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed woodpecker,365,365,14,,5,2,,,,75,10,,,,0.14249844,0.429863579,0.427637981,,,,
Aves,Piciformes,Picidae,Melanerpes,formicivorus,Acorn woodpecker,694,766,14,,4,2,,4.7,,79.7,17.2,0.737,73,,0.13869268,0.548047954,0.313259366,,,,
Aves,Piciformes,Picidae,Melanerpes,uropygialis,Gila woodpecker,,,14,,4,2,,,,65,11,,,,0.135117165,0.459754023,0.405128812,,,,
Aves,Piciformes,Picidae,Picoides,borealis,Red-cockaded woodpecker,240,240,11,,3,1,,3.2,,56,16.1,,,,0.124075336,0.554136372,0.321788292,,,,
Aves,Piciformes,Picidae,Picoides,nuttallii,Nuttall's woodpecker,,,,,,,,,,37.4,7.8,,,,0.115085889,0.415333154,0.469580957,,,,
Aves,Piciformes,Picidae,Picoides,pubescens,Downy woodpecker,365,365,12,,5,1,,1.67,,25.6,11.9,0.383,21.7,,0.093508836,0.532675955,0.373815209,,,,
Aves,Piciformes,Picidae,Picoides,tridactylus,Eurasian three-toed woodpecker and three-toed woodpecker,,,,,,,,,,65.7,11.2,,,,0.135370125,0.46316515,0.401464725,,,,
Aves,Piciformes,Picidae,Picoides,villosus,Hairy woodpecker,365,365,14,,4,1,,,,62,15.9,,,,0.128666899,0.545292889,0.326040212,,,,
Aves,Piciformes,Picidae,Picus,viridis,Eurasian green woodpecker,365,365,,,,,,,,176,15.2,,,,0.174744067,0.473304958,0.351950975,,,,
Aves,Piciformes,Picidae,Sphyrapicus,nuchalis,Red-naped sapsucker,,,,,,,,,,48.5,4.9,,,,0.131966489,0.295520466,0.572513044,,,,
Aves,Piciformes,Picidae,Sphyrapicus,ruber,Red-breasted sapsucker,,,,,,,,,,55,4.8,,,,0.137701737,0.283431124,0.578867139,,,,
Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied sapsucker,365,365,12,,5,1,,2.5,,45,7.8,,,,0.123160558,0.404362009,0.472477433,,,,
Aves,Piciformes,Ramphastidae,Ramphastos,toco,Toco toucan,,,16,,,,,,,540,16.2,,,,0.222919268,0.421126326,0.355954406,,,,
Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western grebe,365,365,23,,3,,,30.7,,1475.5,14,,,,0.268532538,0.328736129,0.402731333,,,,
Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Great crested grebe,730,730,,,,,,,,738.7,19.2,,,,0.234572021,0.440698384,0.324729595,,,,
Aves,Podicipediformes,Podicipedidae,Podiceps,grisegena,Red-necked grebe,365,365,22,,4.5,1,,,,1100,11,,,,0.258585577,0.291996089,0.449418334,,,,
Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Eared grebe,730,730,21,,3,,,,,392,13.1,,,,0.211467799,0.392424329,0.396107872,,,,
Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,365,365,,,,,,,,174,17.5,,,,0.172567108,0.505625711,0.321807181,,,,
Aves,Procellariiformes,Diomedeidae,Diomedea,epomophora,Royal albatross,,,,,,,,,,9000,58,,,,0.330531549,0.540695966,0.128772485,,,,
Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,Wandering albatross,,,,,,,,,,7046.7,50,20.3649,8130,,0.321619813,0.521875612,0.156504575,,,,
Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross,3141,3068,64,,1,1,,167.2,,3150,62,7.462,2522,,0.283913812,0.617933643,0.098152544,,,,
Aves,Procellariiformes,Diomedeidae,Phoebastria,irrorata,Waved albatross,,,,,,,,,,3395,40,,,,0.292402551,0.515073175,0.192524274,,,,
Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross,1825,1825,65,,1,1,,182.5,,2800,42.1,,,,0.283382723,0.537991334,0.178625943,,,,
Aves,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,Yellow-nosed albatross,,,,,,,,,,3890,37,,,,0.29927187,0.489493566,0.211234565,,,,
Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Grey-headed albatross,,,,,,,,,,3753,47.2,8.5312,3753,,0.29480723,0.546297003,0.158895767,,,,
Aves,Procellariiformes,Diomedeidae,Thalassarche,melanophris,Black-browed albatross,,,,,,,,,,3232,43.7,,,,0.289201301,0.537858485,0.172940214,,,,
Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel,1095,1095,35,,1,,,,,25.2,33.8,,,,0.08038887,0.768042279,0.151568851,,,,
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourt's storm petrel,1826,1826,42,,1,1,,7.5,,42,36,,,,0.101934807,0.751908079,0.146157114,,,,
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,furcata,Fork-tailed storm petrel,1095,1095,52,,1,1,,,,45.2,18,,,,0.113394847,0.591894184,0.294710968,,,,
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa,Ashy storm-petrel,,,,,,,,,,36.9,31,,,,0.098064962,0.72600558,0.175929458,,,,
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leach's storm petrel,1826,1826,41,,1,1,,4.2,,44.6,36,,,,0.104556539,0.748345902,0.147097559,,,,
Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwer's petrel,1461,1461,44,,1,1,,16.9,,99,22.9,0.513975,87,,0.144749114,0.599465164,0.255785722,,,,
Aves,Procellariiformes,Procellariidae,Calonectris,diomedea,Cory's shearwater,1095,1095,,,,,,,,535,24.8,,,,0.217441788,0.517306668,0.265251544,,,,
Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel,,,,,,,,,,408.6,25,,,,0.205581465,0.535095225,0.259323309,,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar,2200,2200,55,,1,1,,65,,908,51,,,,0.23194451,0.647845078,0.120210411,,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar,,,,,,,,,,795,45,,,,0.227634113,0.627619265,0.144746621,,,,
Aves,Procellariiformes,Procellariidae,Macronectes,giganteus,Southern giant petrel,,,,,,,,,,3697.5,13.5,,,,0.309064065,0.266086931,0.424849004,,,,
Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel,,,,,,,,,,268,46,,,,0.179910608,0.697041857,0.123047535,,,,
Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Black petrel,,,,,,,,,,702.5,17,,,,0.233828169,0.416348979,0.349822852,,,,
Aves,Procellariiformes,Procellariidae,Pterodroma,alba,Phoenix Island petrel,,,,,,,,,,259,11.3,,,,0.195138595,0.383809394,0.421052011,,,,
Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,Bonin Island petrel,,,49,,1,1,,7.7,,168.6,30.8,,,,0.164458434,0.634447227,0.20109434,,,,
Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,Gould's petrel,,,,,,,,,,147.5,20,,,,0.163764853,0.545411669,0.290823478,,,,
Aves,Procellariiformes,Procellariidae,Pterodroma,sandwichensis,Hawaiian petrel,,,,,,,,,,434,13.1,,,,0.215910491,0.386387992,0.397701516,,,,
Aves,Procellariiformes,Procellariidae,Puffinus,carneipes,Flesh-footed shearwater,,,,,,,,,,690,30.2,,,,0.226200982,0.546457372,0.227341646,,,,
Aves,Procellariiformes,Procellariidae,Puffinus,griseus,Sooty shearwater,,,,,,,,,,740,34,,,,0.227843096,0.568923973,0.20323293,,,,
Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Wedge-tailed shearwater,1461,1461,53,,1,1,,39,,337.8,29,,,,0.19550825,0.579710648,0.224781102,,,,
Aves,Procellariiformes,Procellariidae,Puffinus,puffinus,Manx shearwater,1825,1643,51,,1,1,,45,,434,50.9,,,,0.199746347,0.691184085,0.109069568,,,,
Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,Short-tailed shearwater,,,53,,1,,,,,499.4,39.9,,,,0.208772815,0.628180228,0.163046958,,,,
Aves,Psittaciformes,Psittacidae,Agapornis,fischeri,Fischer's loverbird,,,,,,,,,,48.3,12.6,,,,0.120538079,0.507862097,0.371599824,,,,
Aves,Psittaciformes,Psittacidae,Agapornis,lilianae,Nyasa loverbird,,,,,,,,,,37.3,19.2,,,,0.104241129,0.617780448,0.277978423,,,,
Aves,Psittaciformes,Psittacidae,Agapornis,pullarius,Red-faced loverbird,,,,,,,,,,43,18,,,,0.111216904,0.59485338,0.293929716,,,,
Aves,Psittaciformes,Psittacidae,Agapornis,taranta,Black-winged loverbird,,,,,,,,,,57.5,14.6,,,,0.126393836,0.530606401,0.342999763,,,,
Aves,Psittaciformes,Psittacidae,Alisterus,scapularis,Australian king parrot,,,,,,,,,,232.5,26.6,,,,0.180231434,0.582465982,0.237302583,,,,
Aves,Psittaciformes,Psittacidae,Amazona,aestiva,Blue-fronted amazon,,,,,,,,,,451,49,,,,0.201876524,0.680362193,0.117761283,,,,
Aves,Psittaciformes,Psittacidae,Amazona,albifrons,White-fronted amazon,,,,,,,,,,215,25.3,,,,0.177412566,0.575854391,0.246733043,,,,
Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged amazon,,,,,,,,,,370,30,,,,0.19907868,0.581924114,0.218997206,,,,
Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Yellow-cheeked amazon,,,,,,,,,,416,27,,,,0.205448334,0.55131381,0.243237857,,,,
Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive amazon,,,,,,,,,,430,24.5,,,,0.208050276,0.527530838,0.264418886,,,,
Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned amazon,,,,,,,,,,302,25.8,,,,0.192010878,0.560097656,0.247891466,,,,
Aves,Psittaciformes,Psittacidae,Amazona,guildingii,St. Vincent amazon,,,,,,,,,,646,28,,,,0.224225673,0.533379377,0.24239495,,,,
Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned amazon,,,,,,,,,,430,56,,,,0.198204967,0.713177013,0.08861802,,,,
Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw,,,,,,,,,,1330,38.8,,,,0.251860929,0.563810228,0.184328843,,,,
Aves,Psittaciformes,Psittacidae,Anodorhynchus,leari,Lear's macaw,,,,,,,,,,940,38.3,,,,0.236866893,0.58147994,0.181653167,,,,
Aves,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Red-winged parrot,,,,,,,,,,136,24.4,,,,0.157853527,0.594881431,0.247265042,,,,
Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Great green macaw,,,,,,,,,,1300,29,,,,0.254332235,0.499785831,0.245881934,,,,
Aves,Psittaciformes,Psittacidae,Ara,ararauna,Blue and yellow macaw,,,,,,,,,,1030,43,,,,0.239479362,0.602051214,0.158469424,,,,
Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red and yellow macaw,,,28,,2.5,,,,,1220,50.1,,,,0.245048741,0.626329955,0.128621304,,,,
Aves,Psittaciformes,Psittacidae,Ara,glaucogularis,Blue-throated macaw,,,,,,,,,,784,22,,,,0.23554861,0.467739685,0.296711704,,,,
Aves,Psittaciformes,Psittacidae,Ara,macao,Scarlet macaw,,,,,,,,,,1040,33,,,,0.243053443,0.542036527,0.21491003,,,,
Aves,Psittaciformes,Psittacidae,Ara,militaris,Military macaw,,,,,,,,,,1134,46,,,,0.242874855,0.61149162,0.145633525,,,,
Aves,Psittaciformes,Psittacidae,Ara,rubrogenys,Red-fronted macaw,,,,,,,,,,470,23,,,,0.212685155,0.508067701,0.279247144,,,,
Aves,Psittaciformes,Psittacidae,Ara,severus,Chestnut-fronted macaw,,,,,,,,,,343,28.5,,,,0.196382175,0.57489902,0.228718805,,,,
Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Blue-crowned conure,,,,,,,,,,171,31,,,,0.164998304,0.635062488,0.199939208,,,,
Aves,Psittaciformes,Psittacidae,Aratinga,auricapillus,Golden-capped conure,,,,,,,,,,130,20.9,,,,0.157728065,0.562786477,0.279485457,,,,
Aves,Psittaciformes,Psittacidae,Aratinga,canicularis,Orange-fronted conure,,,,,,,,,,85,16.2,,,,0.142216218,0.530778476,0.327005306,,,,
Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Red-masked conure,,,,,,,,,,151,26.2,,,,0.161572608,0.604660499,0.233766893,,,,
Aves,Psittaciformes,Psittacidae,Aratinga,holochlora,Green conure,,,,,,,,,,138,21.8,,,,0.159832625,0.568712762,0.271454613,,,,
Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Port Lincoln ringneck,,,,,,,,,,150,17.9,0.718,137,,0.1658196,0.519503142,0.314677257,,,,
Aves,Psittaciformes,Psittacidae,Bolborhynchus,orbygnesius,Andean parakeet,,,,,,,,,,43.1,9.2,,,,0.119311558,0.443992198,0.436696244,,,,
Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet,,,26,,5,,,,,61.6,19,,,,0.126263067,0.585676906,0.288060028,,,,
Aves,Psittaciformes,Psittacidae,Brotogeris,pyrrhoptera,Grey-cheeked parakeet,,,,,,,,,,64,11.3,,,,0.134119972,0.466716089,0.399163938,,,,
Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Tui parakeet,,,,,,,,,,59,13.2,,,,0.128718432,0.506441535,0.364840033,,,,
Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,Plain parakeet,,,,,,,,,,63,11,,,,0.133753029,0.46160749,0.404639481,,,,
Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet,730,730,25,,5,1,,,,71.6,10.3,,,,0.140121409,0.439252954,0.420625637,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo,2000,2000,30,,2,,,,,570,26.9,,,,0.219239763,0.531802001,0.248958236,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,ducorpsii,Ducorps's cockatoo,,,,,,,,,,394,30.5,,,,0.20162506,0.581908813,0.216466126,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,,,27,,2,,,,,800,57,3.419,776.1,,0.225092508,0.680332972,0.09457452,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,goffiniana,Tanimbar cockatoo,,,,,,,,,,275,26,,,,0.187830944,0.567386155,0.244782901,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,haematuropygia,Philippine cockatoo,,,,,,,,,,288,17.3,,,,0.194698857,0.47315977,0.332141373,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,leadbeateri,Pink cockatoo,,,,,,,,,,390,80,,,,0.189695354,0.799065619,0.011239028,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,moluccensis,Rose-crested cockatoo,,,,,,,,,,830,65.8,,,,0.224989567,0.710390692,0.06461974,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,ophthalmica,Blue-eyed cockatoo,,,,,,,,,,492,31.9,,,,0.210786184,0.578813769,0.210400048,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,pastinator,Western corella,,,,,,,,,,637,26.3,,,,0.224359244,0.520145441,0.255495315,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,sanguinea,Little corella,,,,,,,,,,350,46.9,,,,0.191331727,0.685561622,0.123106651,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo,,,,,,,,,,340,49.7,,,,0.189375858,0.700302886,0.110321256,,,,
Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed corella,,,,,,,,,,567,43,,,,0.213423002,0.637454287,0.149122711,,,,
Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo,,,,,,,,,,256,27.5,,,,0.184037971,0.584228039,0.231733991,,,,
Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian cockatoo,,,,,,,,,,723.7,45.4,,,,0.223427252,0.635179322,0.141393426,,,,
Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed black cockatoo,,,,,,,,,,620,47,,,,0.216264148,0.652129507,0.131606344,,,,
Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed black cockatoo,,,,,,,,,,678.5,41,,,,0.221826286,0.616111573,0.162062141,,,,
Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black lory,,,,,,,,,,260,17.5,,,,0.190097616,0.481806811,0.328095573,,,,
Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked lory,,,,,,,,,,190,19.7,,,,0.174996546,0.527001552,0.298001902,,,,
Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan lorikeet,,,,,,,,,,83,11.3,,,,0.145466807,0.451299017,0.403234177,,,,
Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet,,,22,,2.5,1,,,,100,30,,,,0.141971521,0.65951626,0.198512219,,,,
Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black parrot,,,,,,,,,,193.5,34.1,,,,0.16925881,0.649135112,0.181606077,,,,
Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa parrot,,,,,,,,,,525,53.9,,,,0.207373033,0.692755447,0.099871521,,,,
Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian conure,,,,,,,,,,278,19.5,,,,0.191730677,0.502138279,0.306131044,,,,
Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's macaw,,,,,,,,,,200,27,,,,0.173481353,0.594747709,0.231770938,,,,
Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted parakeet,,,,,,,,,,46,9.3,,,,0.122025145,0.442558072,0.435416782,,,,
Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted parakeet,,,,,,,,,,92.6,12.4,,,,0.149137788,0.465669081,0.385193131,,,,
Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Hawk-headed parrot,,,,,,,,,,246,21.8,,,,0.18506503,0.534429206,0.280505764,,,,
Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered macaw,,,,,,,,,,151,22.9,,,,0.163175892,0.574428492,0.262395616,,,,
Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus parrot,,,,,,,,,,440,28.5,,,,0.207252659,0.560129169,0.232618172,,,,
Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed conure,,,,,,,,,,193,15.3,,,,0.178690661,0.469309153,0.352000185,,,,
Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah,,,,,,,,,,300,40,1.248,268.7,,0.186498488,0.658966229,0.154535283,,,,
Aves,Psittaciformes,Psittacidae,Eos,bornea,Red lory,,,,,,,,,,156,24.7,,,,0.163696656,0.58948882,0.246814524,,,,
Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged lory,,,,,,,,,,167,18.1,,,,0.170373342,0.515631359,0.313995299,,,,
Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned parakeet,,,,,,,,,,130,19.7,,,,0.158432279,0.549507609,0.292060112,,,,
Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific parrotlet,,,,,,,,,,26.2,10.4,,,,0.096124645,0.501045276,0.402830079,,,,
Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican parrotlet,,,,,,,,,,33.5,10.5,,,,0.106738943,0.48861766,0.404643397,,,,
Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped parrotlet,,,,,,,,,,24,11.6,,,,0.090995895,0.530769503,0.378234602,,,,
Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk lorikeet,,,,,,,,,,70.8,11.5,,,,0.138318507,0.464667503,0.39701399,,,,
Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned lorikeet,,,,,,,,,,44,12,,,,0.117049246,0.502435168,0.380515586,,,,
Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed parrot,,,,,,,,,,159,13.2,,,,0.171990403,0.447647417,0.38036218,,,,
Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden conure,,,,,,,,,,250,23.2,,,,0.185027785,0.547450312,0.267521902,,,,
Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot,,,,,,,,,,28,14.3,,,,0.095232276,0.568619432,0.336148292,,,,
Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi,,,,,,,,,,34.9,10.1,,,,0.108988548,0.477467372,0.413544081,,,,
Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal hanging parrot,,,,,,,,,,35.7,10.1,,,,0.109977798,0.476123266,0.413898936,,,,
Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped lory,,,,,,,,,,182,26,,,,0.169814272,0.591865612,0.238320116,,,,
